CustomerID,frequency,recency,T,monetary_value,predicted_purchases_6m,expected_monetary_value,clv_6m,CLV Segment
12346.0,1,0,326,77183.6,0.17066137407711082,77015.25922789305,12696.38840628199,High Value
12347.0,7,365,367,23.68131868131868,3.552781876557971,24.12835610929809,82.80405439268667,High Value
12348.0,4,282,358,57.97548387096774,2.245363645416147,58.7385289440753,127.39933532652807,High Value
12349.0,1,0,19,24.076027397260276,5.742041185935938,27.198451859791813,150.878517791813,High Value
12350.0,1,0,310,19.670588235294115,0.19245910535898253,22.802802424901614,4.2393166632289265,Low Value
12352.0,8,260,297,29.482823529411764,4.808311388126598,29.872382185050167,138.7459272407875,High Value
12353.0,1,0,204,22.25,0.48248027847578023,25.376482244104537,11.827387883229498,Low Value
12354.0,1,0,232,18.610344827586207,0.3697612772523812,21.744915080508612,7.767017141906754,Low Value
12355.0,1,0,214,35.33846153846154,0.4377925800499344,38.43585872166862,16.25480700216786,Low Value
12356.0,3,302,326,47.65135593220339,1.9680461891879535,48.67621942065767,92.53631463985575,High Value
12357.0,1,0,33,47.38679389312977,4.3609976835011555,50.45741738110778,212.57988561566185,High Value
12358.0,2,149,151,61.47684210526315,2.8340941796741332,62.99818882183754,172.47208459000464,High Value
12359.0,4,274,332,25.695887096774197,2.4104648077784168,26.47689496447918,61.64904070693954,Medium Value
12360.0,3,148,201,20.63612403100775,2.961274104952696,21.68102821031838,62.01924892735743,Medium Value
12361.0,1,0,287,18.99,0.2305114835944815,22.12372658663074,4.926308038542659,Low Value
12362.0,10,292,296,19.64748120300752,5.921637063883455,19.961335456468163,114.17965625531468,High Value
12363.0,2,132,242,24.0,1.8278695240077658,25.56303338429076,45.136223399804805,Medium Value
12364.0,4,104,112,15.448235294117646,5.973286370945256,16.23494572575875,93.67865792001018,High Value
12365.0,2,0,291,29.15363636363636,0.14689349060978582,30.71093719644857,4.357726953514887,Low Value
12367.0,1,0,4,15.354545454545455,8.188132604302833,18.496350715398812,146.31708974614924,High Value
12370.0,4,309,360,21.231676646706585,2.2457185620116773,22.01516873674914,47.75674070364465,Medium Value
12371.0,2,14,60,29.96761904761905,5.0537217902369775,31.524014461944326,153.9026432180374,High Value
12372.0,3,224,297,24.962307692307693,2.114968482288102,26.00400258177543,53.12581594893394,Medium Value
12373.0,1,0,311,26.042857142857144,0.1909950145158458,29.160910934110202,5.380123251880254,Low Value
12374.0,1,0,25,22.513030303030305,5.078555646233809,25.638928043573518,125.79242129426791,High Value
12375.0,2,87,98,26.91176470588235,3.92244415887185,28.47155924290254,107.88291771165123,High Value
12377.0,2,39,355,21.144415584415583,0.4651815901220119,22.710625324876755,10.204992937210356,Low Value
12378.0,1,0,130,18.30420091324201,1.0791812714061855,21.439451476403008,22.35093061676266,Low Value
12379.0,2,88,170,21.306,2.4574470331172864,22.87203000504425,54.29540621825588,Medium Value
12380.0,4,164,186,26.200096153846157,3.9935390414364,26.98082344172266,104.08323461421682,High Value
12381.0,5,115,120,21.21045977011494,6.815158762008388,21.83733265532227,143.76380621375733,High Value
12383.0,5,167,352,18.69252525252525,2.2885999755219646,19.320519196962778,42.71156801679211,Medium Value
12384.0,2,92,122,21.676666666666662,3.3087638210860377,23.242284367543892,74.28910457098041,High Value
12386.0,2,29,367,40.19,0.310733656817689,41.735024739153786,12.527071040055155,Low Value
12388.0,6,311,327,27.8066,3.4445237333016943,28.32658532521068,94.24985000103996,High Value
12390.0,1,0,80,17.1825,2.068067079504722,20.32024319678906,40.59671594150152,Medium Value
12391.0,1,0,22,4.6089,5.394478453535256,7.774584137030624,40.517465170956626,Medium Value
12393.0,4,260,333,24.728125,2.395217722916392,25.509671403297144,59.021235037631776,Medium Value
12394.0,2,153,217,47.12888888888889,2.0638228762146573,48.666195284148614,97.02182601082416,High Value
12395.0,12,351,371,19.350192307692307,5.708829548781394,19.61180239050157,108.14805963046174,High Value
12397.0,2,99,135,19.12619047619048,3.054383238398359,20.69464515178325,61.06046751960976,Medium Value
12398.0,1,0,46,19.24305882352941,3.475328369615974,22.37622306513042,75.12585411710312,High Value
12399.0,4,142,262,18.790677966101697,2.802581892845931,19.57552841133744,52.99487083067776,Medium Value
12401.0,1,0,303,16.86,0.20312336816109847,19.998459853373326,3.923973496978155,Low Value
12402.0,1,0,323,20.509090909090908,0.17449609451603337,23.639441785637633,3.984660177195685,Low Value
12403.0,1,0,50,85.53999999999999,3.2537174154236923,88.52583977831203,278.2629677458923,High Value
12405.0,1,0,149,31.67388888888889,0.8639411620415695,34.7794294523063,29.026270802104303,Low Value
12406.0,2,161,184,32.52666666666667,2.40200426867089,34.08021557200738,79.07675085545762,High Value
12407.0,5,214,264,22.183376623376624,3.5408411485655393,22.809816337105133,78.01699133437475,High Value
12408.0,5,227,260,27.51,3.603131049269721,28.134068142799865,97.92053800446195,High Value
12409.0,3,103,183,101.58412844036695,3.1186021753512727,102.56898301737397,308.9909050071941,High Value
12410.0,2,0,309,26.666538461538455,0.12004666593206115,28.22660577140686,3.2731969296594894,Low Value
12412.0,3,94,169,20.112786885245903,3.3286987589559676,21.158079291390575,68.03334452659216,Medium Value
12413.0,3,270,337,19.95,1.896969136512999,20.995413166227525,38.47195548850737,Medium Value
12414.0,3,93,310,31.245,1.4664839486842718,32.28203420416455,45.72977362718861,Medium Value
12415.0,21,313,338,174.95032212885152,10.488251825766467,175.08332518278098,1773.7912043448764,High Value
12417.0,9,354,358,19.005729166666665,4.54144847707173,19.354606256170197,84.90510724064721,High Value
12418.0,1,0,113,19.664117647058823,1.3309388096707133,22.796346215548997,29.309865178529222,Low Value
12420.0,1,0,64,20.70310344827586,2.612770607860688,23.833023191912087,60.1564039964912,Medium Value
12421.0,4,303,319,17.93422222222222,2.513530948749758,18.71954926382677,45.45050132326129,Medium Value
12422.0,3,229,325,20.604102564102565,1.940593218695338,21.649030497875916,40.58196580589446,Medium Value
12423.0,8,352,354,14.87448,4.12941882883846,15.26810437721146,60.901715486405124,Medium Value
12424.0,2,0,163,58.69866666666667,0.8224843386347157,60.223103634976816,47.84821931731027,Medium Value
12425.0,1,0,78,21.58888888888889,2.127627851354325,24.716840248127404,50.80266279831171,Medium Value
12426.0,1,0,195,19.424333333333333,0.5277236485670443,22.55709474835757,11.499224241284175,Low Value
12427.0,3,349,372,26.638709677419357,1.7483723787878611,27.67916096275823,46.74605615396889,Medium Value
12428.0,9,257,284,27.062789115646257,5.567341250139323,27.409672898278405,147.4041931902231,High Value
12429.0,4,356,366,38.66391752577319,2.223102075496908,39.43770900634178,84.68923037517365,High Value
12430.0,1,0,43,23.30909090909091,3.6554361969135782,26.433219650952548,93.34628798372047,High Value
12431.0,15,338,374,27.60617021276596,6.954701555891742,27.81424041377653,186.85273201655633,High Value
12432.0,5,129,172,46.84555555555556,5.067391882877724,47.46101493475371,232.32147577515744,High Value
12433.0,7,372,373,31.847309523809525,3.501194246755073,32.29174966306747,109.2101241535085,High Value
12434.0,2,175,260,16.122799999999998,1.7581625747167249,17.694595441083408,30.05149112798602,Medium Value
12435.0,2,188,268,217.49694444444447,1.7182658256738867,218.84474510436286,363.23885524127996,High Value
12436.0,1,0,100,31.813125,1.5741891631926632,34.91835615419014,53.10112288599169,Medium Value
12437.0,18,329,331,24.88145728643216,9.259908705891013,25.055190497867358,224.10906939482646,High Value
12438.0,2,125,140,29.66173469387755,2.997776590825071,31.218470352969934,90.40424038505816,High Value
12441.0,1,0,367,15.77727272727273,0.1276982017673053,18.918138607402526,2.333614380307149,Low Value
12442.0,1,0,3,14.338333333333331,8.412586867407837,17.48239681157483,142.08728183102357,High Value
12444.0,5,149,171,28.44011363636364,5.136736748888111,29.063767664948106,144.21391454927763,High Value
12445.0,1,0,22,33.35,5.394478453535256,36.45181592446009,189.9696699020515,High Value
12446.0,1,0,58,17.584385964912283,2.8647674371365675,20.721236094343585,57.34666438519024,Medium Value
12447.0,1,0,243,18.326538461538465,0.3347213691700619,21.461739386401597,6.939409268166175,Low Value
12448.0,1,0,44,20.42954545454545,3.5939862924613406,23.560073096282093,81.80135502165017,High Value
12449.0,4,164,187,21.294712041884814,3.9749630019006212,22.078169054294154,84.77419995852534,High Value
12450.0,2,17,173,24.735,1.3993610476573282,26.29721582072216,35.54785725441934,Medium Value
12451.0,5,313,325,25.52406779661017,2.96913431384815,26.149020135409412,74.99688005516198,High Value
12452.0,2,0,17,19.571363636363635,9.47967986203148,21.139323131878204,193.5945197137408,High Value
12453.0,1,0,134,16.443953488372095,1.0287729987883056,19.583337876542068,19.462255521683236,Low Value
12454.0,1,0,56,235.22266666666667,2.9558887388199837,237.8758829763992,679.2696478281931,High Value
12455.0,6,223,297,27.40955555555556,3.6944746337923533,27.92968820501421,99.67296502909984,High Value
12456.0,3,210,255,25.44832,2.4315610168960613,26.48965435129259,62.21934506091259,Medium Value
12457.0,7,172,239,38.11661290322581,5.066577359268519,38.55905901735284,188.7132559836047,High Value
12458.0,2,213,285,24.931578947368426,1.6358248269128335,26.49357610715763,41.86413582341439,Medium Value
12461.0,2,60,155,23.62514285714286,2.5400013341856313,25.18859320679883,61.80360781523148,Medium Value
12462.0,2,284,303,19.186935483870965,1.5696890168745758,20.755322590885157,31.470729691478454,Medium Value
12463.0,4,188,242,16.202168674698793,3.173485589661456,16.98845956112221,52.07794290705539,Medium Value
12464.0,8,299,309,41.79482758620689,4.661222390354533,42.180959626062304,189.92124149271686,High Value
12465.0,2,152,169,15.79127659574468,2.578985915636164,17.363440800715786,43.25726747456435,Medium Value
12468.0,2,128,316,19.19842105263158,1.3518477734698193,20.766795383887157,27.118163395545615,Low Value
12471.0,30,362,365,43.09576086956522,13.832533163024662,43.19865386193894,577.198705603451,High Value
12472.0,7,336,369,19.386755162241887,3.5254929098152856,19.835158526285497,67.54773261157283,Medium Value
12473.0,5,162,192,23.44375,4.660806422213984,24.06962855806799,108.36685485004037,High Value
12474.0,18,312,330,17.395731132075472,9.269771935734026,17.570390437859324,157.32781721006788,High Value
12475.0,1,0,54,20.093888888888888,3.050924507924574,23.225162423611046,68.45332168300227,Medium Value
12476.0,11,345,361,29.255021459227468,5.40373758489117,29.538404464707277,154.18278979145504,High Value
12477.0,6,278,302,44.0658,3.693495182375933,44.57975231191436,159.04995590711675,High Value
12478.0,1,0,4,18.91638888888889,8.188132604302833,22.05027905346522,174.43076793021007,High Value
12479.0,1,0,11,17.006451612903227,6.866940761922423,20.144586022826434,133.64177592795437,High Value
12480.0,4,307,336,21.309285714285718,2.3962049377360946,22.09273461680801,51.13658695781006,Medium Value
12481.0,10,342,366,25.7894930875576,4.8883192232289705,26.101979733513748,123.25019561598599,High Value
12483.0,8,322,339,33.133066666666664,4.288307769931767,33.52160940477546,138.85669954397423,High Value
12484.0,6,303,336,13.126358381502891,3.355256633771272,13.651790843896062,44.245821451933516,Medium Value
12488.0,3,65,76,23.612,6.264228463303441,24.65469658729219,149.19441799913568,High Value
12489.0,1,0,336,22.328666666666667,0.1586394686602773,25.454974098415768,3.900780370052962,Low Value
12490.0,10,324,330,22.114,5.374429973904173,22.427305047487074,116.43013847399129,High Value
12491.0,1,0,39,17.70769230769231,3.9165761758774877,20.844268426883502,78.86828126975351,High Value
